S.No.,sofifa_id,short_name,long_name,age,nationality,Player_Continent,Club_Continent,Club_Int_Prestige,Club_Domestic_Prestige,Value,Wages,preferred_foot,Player_international_reputation,weak_foot,pace,shooting,passing,dribbling,defending,physic,Position_Final,Mins_Total,Goals_total,Assists_Total,Shots_per_game_total,Yellow_Cards_Total,Red_Cards_Total,Aerial_Battles_Won_Per_Game_Total,Man_of_The_Match_Total
3631,204776,T. Leistner,Toni Leistner,28,Germany,Europe,Europe Tier 3,1,3,2700000,8000,Right,1,3,66,37,53,55,70,80,Defense,3739,2,1,0.5,8,0,4.199999809,4
3633,216199,P. Mainka,Patrick Mainka,24,Germany,Europe,Europe Tier 3,1,5,2700000,8000,Right,1,3,55,39,49,46,73,73,Defense,2880,2,0,0.400000006,1,0,4.300000191,1
3635,215358,M. Meli,Marcelo Meli,27,Argentina,South America,South America,8,9,2700000,9000,Right,1,3,81,61,66,69,66,76,Defensive Midfield,824,1,0,0.600000024,1,0,0.899999976,0
3638,220915,G. Moncini,Gabriele Moncini,23,Italy,Europe,Europe Tier 1,1,1,2700000,8000,Right,1,3,74,68,54,66,37,65,Forward,7,0,0,0,0,0,1,0
3639,238180,C. Spinelli,Claudio Spinelli,22,Argentina,South America,Europe Tier 1,2,4,2700000,9000,Right,1,2,67,68,56,69,26,63,Forward,466,0,1,0.699999988,1,0,2.700000048,1
3647,178087,Bueno,Alberto  Bueno Calvo,31,Spain,Europe,Europe Tier 3,1,4,2700000,6000,Right,1,3,59,74,69,75,41,47,"Attacking Midfield,Forward",892,2,4,0.699999988,1,0,0.899999976,0
3648,193278,C. Mavinga,Chris Mavinga,28,DR Congo,Africa,North America,4,7,2700000,7000,Left,1,3,81,39,63,66,69,76,Defense,2489,0,1,0.200000003,5,0,2,0
3649,214937,L. Villalba,Lucas Villalba,24,Argentina,South America,South America,8,9,2700000,7000,Left,1,2,81,56,69,71,66,67,"Defensive Midfield,Defense",2045,1,2,1.100000024,6,1,2.099999905,2
3650,234667,Nadjack,Eliseu Mendja Nadjack Soares Cassamá,25,Guinea Bissau,Africa,Europe Tier 3,2,6,2700000,6000,Right,1,3,78,43,59,71,66,76,Defense,2082,0,1,0.300000012,5,1,1,1
3654,234622,G. Fofana,Guessouma Fofana,26,France,Europe,Europe Tier 3,1,10,2.00E+06,4000,Right,1,3,63,60,66,69,67,75,Defensive Midfield,475,0,0,0.600000024,2,0,0.699999988,0
3656,205594,Dener,Dener Gomes Clemente,27,Brazil,South America,Europe Tier 2,1,3,2700000,7000,Right,1,3,64,63,68,70,56,71,"Attacking Midfield,Forward",1776,3,2,1.200000048,5,0,2.400000095,2
3657,227235,K. Kerschbaumer,Konstantin Kerschbaumer,27,Austria,Europe,Europe Tier 3,1,5,2700000,10000,Right,1,4,72,65,68,68,62,76,Midfield (Attacking/Defensive),2068,3,3,1.100000024,4,1,0.400000006,0
3658,208114,Patrick,Patrick De Oliveira Vieira,28,Brazil,South America,Europe Tier 2,1,1,2700000,5000,Right,1,3,77,53,66,71,69,69,Defense,2717,0,5,0.800000012,9,1,0.5,0
3660,205585,J. Price,Jack Price,26,England,Europe,North America,1,4,2700000,6000,Right,1,3,52,47,71,64,63,72,Defensive Midfield,2233,1,10,0.100000001,9,1,0.300000012,1
3661,227230,Eber Bessa,Éber Henrique Ferreira de Bessa,27,Brazil,South America,Europe Tier 2,1,3,2700000,5000,Right,1,3,70,63,69,74,60,54,Midfield (Attacking/Defensive),2381,2,6,1.799999952,9,1,0.600000024,1
3662,232148,D. Sallói,Dániel Sallói,22,Hungary,Europe,North America,2,7,1500000,5000,Right,1,3,75,72,65,70,38,64,"Attacking Midfield,Forward",1543,1,1,1.799999952,1,1,0.400000006,0
3665,237256,J. Ebobisse,Jeremy Ebobisse,22,United States,North America,North America,3,7,2700000,5000,Left,1,4,84,64,61,69,30,74,"Attacking Midfield,Forward",2376,11,1,1.5,3,0,1.899999976,1
3667,178393,A. Cerci,Alessio Cerci,31,Italy,Europe,Europe Tier 3,1,5,2700000,5000,Left,2,3,75,69,72,75,36,60,"Attacking Midfield,Forward",401,1,2,0.800000012,0,0,0.400000006,0
3669,236505,Artur Jorge,Artur Jorge Marques Amorim,24,Portugal,Europe,Europe Tier 2,1,3,3500000,5000,Right,1,3,54,35,45,48,72,71,Defense,1734,0,0,0,4,0,2,0
3673,167812,S. Kaya,Semih Kaya,28,Turkey,Europe,Europe Tier 4,4,9,2700000,1000,Right,1,2,64,38,56,55,70,75,Defense,232,0,0,0.200000003,0,0,1.799999952,0
3677,237844,A. Guliev,Ayaz Guliev,23,Russia,Europe,Europe Tier 2,4,10,2700000,20000,Right,1,4,75,61,69,74,65,60,Midfield (Attacking/Defensive),1153,1,2,2.599999905,3,1,0.800000012,1
3679,177578,S. Prödl,Sebastian Prödl,32,Austria,Europe,Europe Tier 1,3,4,2600000,40000,Right,2,2,31,36,50,39,74,70,Defense,14,0,0,0,0,0,0,0
3681,223046,A. Çalik,Ahmet Çalik,25,Turkey,Europe,Europe Tier 2,7,10,2600000,30000,Right,1,4,67,40,53,60,71,71,Defense,527,0,0,0.400000006,0,0,3.599999905,0
3683,161805,V. Behrami,Valon Behrami,34,Switzerland,Europe,Europe Tier 3,3,7,2600000,30000,Right,2,3,62,64,71,71,74,74,Midfield (Attacking/Defensive),1368,1,0,0.5,6,0,1.299999952,1
3684,190931,E. Zukanovic,Ervin Zukanovic,32,Bosnia Herzegovina,Europe,Asia Pacific,6,10,2600000,30000,Left,2,3,51,49,64,54,73,74,Defense,1960,0,0,0.800000012,5,0,2.099999905,0
3686,193420,M. Schmiedebach,Manuel Schmiedebach,30,Germany,Europe,Europe Tier 1,1,1,2600000,20000,Right,2,4,64,47,67,70,70,71,Midfield (Attacking/Defensive),2648,0,1,0.100000001,9,0,0.800000012,0
3687,198810,B. Wright,Bailey Wright,26,Australia,Oceania,Europe Tier 3,1,7,2600000,20000,Right,1,3,63,39,51,58,69,77,Defense,844,0,0,0.200000003,2,0,1.700000048,0
3688,200778,C. Christie,Cyrus Christie,26,Republic of Ireland,Europe,Europe Tier 1,1,9,2600000,20000,Right,1,2,82,51,64,71,68,73,"Defensive Midfield,Defense",1945,0,1,0.400000006,7,0,2,0
3690,207952,S. Ajayi,Semi Ajayi,25,Nigeria,Africa,Europe Tier 3,1,9,2700000,20000,Right,1,2,76,48,49,56,69,78,"Defensive Midfield,Defense",4107,7,1,1.399999976,5,0,4.300000191,3
3692,186385,A. Clayton,Adam Clayton,30,England,Europe,Europe Tier 3,1,8,2600000,20000,Right,1,3,60,60,70,67,69,70,Midfield (Attacking/Defensive),2491,0,0,0.100000001,11,0,0.600000024,1
3693,190430,J. Bennett,Joe Bennett,29,England,Europe,Europe Tier 3,1,8,2600000,20000,Left,1,3,71,44,66,69,72,69,"Defensive Midfield,Defense",2641,0,1,0.300000012,5,0,1.200000048,0
3694,202115,M. Ostrzolek,Matthias Ostrzolek,29,Germany,Europe,Europe Tier 3,3,9,2600000,20000,Left,2,3,73,46,67,73,68,69,"Defensive Midfield,Defense",1466,0,0,0.300000012,2,0,0.600000024,0
3696,225441,K. Palmer,Kasey Palmer,22,England,Europe,Europe Tier 3,1,7,3300000,20000,Right,1,4,74,63,65,75,41,60,Attacking Midfield,777,1,0,0.600000024,3,0,1.899999976,0
3698,227678,E. Konsa,Ezri Konsa,21,England,Europe,Europe Tier 1,2,2,2600000,20000,Right,1,3,76,38,58,69,68,70,Defense,3752,1,0,0.100000001,4,0,2,0
3703,224494,R. Henry,Rico Henry,21,England,Europe,Europe Tier 3,1,5,2600000,15000,Left,1,2,91,40,59,72,64,67,"Defensive Midfield,Defense",1075,1,2,0.600000024,2,0,1.799999952,0
3706,205630,L. Abecasis,Luciano Abecasis,29,Argentina,South America,South America,7,8,2600000,15000,Right,1,4,81,49,66,69,67,79,Defense,911,0,0,0.5,0,2,1.700000048,1
3707,222692,B. Schmitz,Benno Schmitz,24,Germany,Europe,Europe Tier 1,3,4,2600000,15000,Right,1,3,69,50,64,65,70,70,Defense,1233,0,1,0.5,4,0,1.700000048,0
3709,233472,N. Sarenren Bazee,Noah Joel Sarenren Bazee,22,Nigeria,Africa,Europe Tier 1,3,3,2600000,10000,Right,1,3,87,60,62,74,27,50,Attacking Midfield,161,0,0,1.700000048,0,0,0,0
3712,216036,R. Delgado,Rafael Delgado,29,Argentina,South America,South America,3,6,2600000,10000,Left,1,3,80,61,73,76,65,76,"Defensive Midfield,Defense",1580,0,0,0.5,2,0,1.899999976,0
3713,227530,D. Lemos,Damián Oscar Lemos,30,Argentina,South America,South America,1,2,2600000,10000,Right,1,3,65,40,60,62,72,81,Defensive Midfield,1529,0,0,0.200000003,8,0,1.5,0
3714,223240,G. Bettini,Gonzalo Bettini,26,Argentina,South America,South America,7,7,2400000,10000,Right,1,3,69,43,65,67,68,70,Defense,1830,0,2,0.300000012,2,0,1.5,0
3715,231685,R. Pierre-Gabriel,Ronaël Pierre-Gabriel,21,France,Europe,Europe Tier 1,3,4,2600000,10000,Right,1,3,77,48,59,69,67,69,Defense,356,0,0,0,1,0,1.5,1
3716,237410,V. Kravets,Vasyl Kravets,21,Ukraine,Europe,Europe Tier 1,1,4,2600000,10000,Left,1,3,69,52,54,64,69,71,Midfield (Attacking/Defensive),484,0,0,0.699999988,2,0,1.200000048,0
3717,237595,M. Friedl,Marco Friedl,21,Austria,Europe,Europe Tier 1,4,5,2600000,10000,Left,1,2,64,37,56,66,71,67,"Defensive Midfield,Defense",473,0,0,0.100000001,3,0,1.100000024,0
3719,204939,O. Petrák,Ondrej Petrák,27,Czech Republic,Europe,Europe Tier 3,1,9,2600000,9000,Right,1,3,76,44,64,66,71,71,"Defensive Midfield,Defense",1624,0,0,0.600000024,5,0,2,0
3720,213490,I. Brown,Isaiah Brown,22,England,Europe,Europe Tier 1,7,8,2600000,9000,Right,1,3,73,65,65,75,44,66,"Attacking Midfield,Forward",11,0,0,0.5,1,0,0,0
3722,188416,S. Wuytens,Stijn Wuytens,29,Belgium,Europe,Europe Tier 2,3,8,2600000,8000,Left,1,4,54,60,73,68,71,72,"Defensive Midfield,Defense",157,0,0,0.100000001,0,0,0.800000012,0
3724,239875,Bebeto,Roberto Jesus Machado Beto Alves,29,Brazil,South America,Europe Tier 3,2,6,2600000,8000,Right,1,2,76,45,63,70,69,63,Defense,1802,0,1,0.100000001,6,0,1.399999976,0
3726,223293,Afonso Figueiredo,Afonso Rebeiro Figueiredo,26,Portugal,Europe,Europe Tier 3,1,2,1900000,7000,Left,1,3,73,43,61,70,69,63,Defense,676,0,0,0.100000001,0,0,1.5,0
3734,176071,D. McCarty,Dax McCarty,32,United States,North America,North America,1,5,2.00E+06,6000,Right,1,3,50,54,67,69,70,74,Defensive Midfield,2850,1,2,0.699999988,4,0,1.399999976,0
3735,224189,Y. Barbet,Yoann Barbet,26,France,Europe,Europe Tier 3,1,3,2500000,7000,Left,1,2,69,50,67,64,70,72,Defense,2693,1,0,0.800000012,5,0,2.299999952,0
3737,242392,G. Magnani,Giangiacomo Magnani,23,Italy,Europe,Europe Tier 1,3,5,2600000,7000,Left,1,3,55,35,45,49,72,69,Defense,1515,0,1,0.100000001,2,0,1.5,0
3738,232709,D. Batallini,Damián Batallini,23,Argentina,South America,South America,5,4,2600000,7000,Left,1,2,77,64,62,73,55,70,Attacking Midfield,1097,2,1,0.899999976,3,0,1.100000024,0
3739,199781,R. Métanire,Romain Métanire,29,Madagascar,Africa,North America,1,3,2600000,7000,Right,1,2,76,31,64,67,68,76,Defense,2520,1,4,0.400000006,5,0,0.699999988,2
3740,212607,M. Chanot,Maxime Chanot,29,Luxembourg,Europe,North America,5,10,2600000,7000,Right,1,3,33,49,46,44,71,78,Defense,2880,0,0,0.400000006,11,0,2.799999952,0
3741,225880,J. Moreira,Jorge Moreira,29,Paraguay,South America,South America,9,10,3300000,8000,Right,1,4,85,53,68,72,66,65,Defense,2323,2,2,1.100000024,7,0,1.200000048,2
3742,221284,J. Gradit,Jonathan Gradit,26,France,Europe,Europe Tier 1,1,9,2600000,7000,Right,1,3,69,28,59,61,70,77,Defense,2013,0,0,0.100000001,1,0,1.5,1
3744,240131,Gabrielzinho,Gabriel Airton de Souza,23,Brazil,South America,Europe Tier 3,2,6,2600000,6000,Right,1,3,89,59,59,76,36,55,Attacking Midfield,1465,3,2,0.800000012,2,0,0.400000006,1
3746,213332,Bressan,Matheus Simoneti Bressaneli,26,Brazil,South America,North America,2,6,2600000,6000,Right,1,2,66,38,47,51,70,73,Defense,1196,1,1,0.400000006,1,0,1.299999952,0
3752,223297,Carraça,Rui Filipe Caetano Moura,26,Portugal,Europe,Europe Tier 3,1,4,2600000,5000,Right,1,3,69,59,70,69,69,71,"Defensive Midfield,Defense",1787,0,1,0.899999976,7,0,0.899999976,1
3753,228711,B. Mansilla,Brian Mansilla,22,Argentina,South America,South America,8,9,2600000,5000,Left,1,3,91,66,59,72,26,64,Attacking Midfield,276,0,1,1.200000048,0,0,1.200000048,1
3755,237257,J. Yueill,Jackson Yueill,22,United States,North America,North America,2,3,2600000,5000,Right,1,2,63,57,68,69,58,66,Defensive Midfield,2668,3,4,1.100000024,2,0,0.300000012,0
3762,186347,M. Rybus,Maciej Rybus,29,Poland,Europe,Europe Tier 2,4,9,2600000,30000,Left,2,3,77,69,72,72,70,67,"Defensive Midfield,Defense",1570,1,1,1.100000024,3,0,4.299999714,2
3763,198067,F. Moubandje,Jacques François Moubandje,29,Switzerland,Europe,Europe Tier 4,4,10,2600000,1000,Left,1,3,67,48,65,69,71,76,Defense,1935,0,0,0.300000012,3,0,1.799999952,0
3767,233290,R. Zhemaletdinov,Rifat Zhemaletdinov,22,Russia,Europe,Europe Tier 2,4,9,3500000,20000,Right,1,3,80,63,62,74,33,61,"Attacking Midfield,Forward",491,1,2,1.299999952,1,0,1.399999976,1
3769,135883,S. Francis,Simon Francis,34,England,Europe,Europe Tier 1,1,3,2500000,50000,Right,1,4,51,44,67,64,75,71,Defense,1230,0,2,0.200000003,1,0,2.799999952,0
3770,169638,C. Daniels,Charlie Daniels,32,England,Europe,Europe Tier 1,1,3,2500000,40000,Left,1,3,63,61,72,72,74,64,"Defensive Midfield,Defense",1586,1,0,0.600000024,4,0,1.399999976,0
3773,173162,F. Ceravolo,Fabio Giovanni Ceravolo,32,Italy,Europe,Europe Tier 3,1,4,2500000,4000,Right,1,3,74,71,60,74,33,66,Forward,1183,2,0,0.800000012,1,0,0.899999976,0
3775,163665,D. Congré,Daniel Congré,34,France,Europe,Europe Tier 1,2,6,2500000,30000,Right,2,3,52,31,61,64,76,75,Defense,3293,2,2,0.400000006,5,1,2.200000048,1
3776,210964,F. Ceccherini,Federico Ceccherini,27,Italy,Europe,Europe Tier 1,6,6,2500000,30000,Right,1,2,53,15,34,50,71,75,Defense,994,0,0,0.100000001,3,0,2.099999905,0
3777,194017,A. Weimann,Andreas Weimann,27,Austria,Europe,Europe Tier 3,1,7,3300000,30000,Right,1,3,83,69,62,69,44,69,"Attacking Midfield,Forward",3349,10,5,1.799999952,7,0,0.800000012,5
3778,143809,M. Demir,Muhammet Demir,27,Turkey,Europe,Europe Tier 2,5,8,2500000,10000,Right,1,3,73,72,68,73,37,64,Forward,1129,4,1,2.099999905,2,0,2.700000048,0
3780,170039,R. Shotton,Ryan Shotton,30,England,Europe,Europe Tier 3,1,8,1900000,20000,Right,1,3,63,52,61,63,72,77,"Defensive Midfield,Defense",2877,0,1,0.300000012,6,0,4.300000191,1
3782,186598,K. Naughton,Kyle Naughton,30,England,Europe,Europe Tier 3,1,6,1900000,15000,Right,2,3,72,52,64,67,71,69,"Defensive Midfield,Defense",2761,1,2,0.300000012,2,0,1.399999976,1
3783,234873,M. Pajac,Marko Pajac,26,Croatia,Europe,Europe Tier 1,1,4,2500000,10000,Left,1,2,76,66,70,71,61,63,Midfield (Attacking/Defensive),742,2,2,0.899999976,5,0,0.100000001,1
3787,199960,J. Paterson,Jamie Paterson,27,England,Europe,Europe Tier 3,1,7,2500000,20000,Right,1,4,78,67,68,72,33,46,"Attacking Midfield,Forward",2654,5,4,1.600000024,1,0,0.300000012,1
3790,222513,R. Aarons,Rolando Aarons,23,England,Europe,Europe Tier 1,3,4,2400000,5000,Left,1,3,78,62,66,75,39,46,Attacking Midfield,556,1,1,1,1,0,0.699999988,0
3791,231612,R. Del Castillo,Romain Del Castillo,23,France,Europe,Europe Tier 1,3,6,2500000,20000,Left,1,3,74,66,67,76,36,62,"Attacking Midfield,Forward",1488,0,3,1.5,1,0,1.200000048,1
3793,205941,C. Chávez,Cristian Chávez,32,Argentina,South America,South America,8,9,2500000,15000,Right,1,3,77,74,61,75,35,56,"Attacking Midfield,Forward",1653,8,2,2.200000048,2,0,0.300000012,2
3797,203544,C. Löwe,Chris Löwe,30,Germany,Europe,Europe Tier 3,1,6,2500000,15000,Left,1,2,73,60,69,68,70,66,"Defensive Midfield,Defense",2057,0,2,0.600000024,2,0,0.899999976,0
3798,235834,F. Depaoli,Fabio Depaoli,22,Italy,Europe,Europe Tier 1,3,5,2500000,15000,Right,1,3,73,53,68,71,67,54,"Defensive Midfield,Defense",2468,0,4,0.400000006,10,2,1,0
3801,178600,U. Demirok,Ugur Demirok,30,Turkey,Europe,Europe Tier 2,3,6,2500000,10000,Right,1,3,39,43,56,56,73,78,Defense,2065,1,0,0.300000012,6,0,2.400000095,1
3804,204468,T. Weilandt,Tom Weilandt,27,Germany,Europe,Europe Tier 3,1,7,2500000,10000,Right,1,3,76,67,64,77,39,59,"Attacking Midfield,Forward",2068,9,1,1.5,3,0,0.600000024,2
3813,227604,F. Platte,Felix Platte,23,Germany,Europe,Europe Tier 3,1,6,2500000,10000,Right,1,3,66,67,50,64,25,74,Forward,149,1,1,0.600000024,1,0,1.100000024,0
3814,176687,A. Beck,Andreas Beck,32,Germany,Europe,Europe Tier 3,1,2,2500000,10000,Right,2,3,67,45,67,68,75,69,"Defensive Midfield,Defense",1779,0,2,0.5,2,0,1.100000024,0
3817,223136,Y. Erdogan,Yusuf Erdogan,26,Turkey,Europe,Europe Tier 2,3,4,2500000,10000,Left,1,4,87,67,62,77,59,67,"Defensive Midfield,Defense",1717,2,3,1.700000048,4,0,1.200000048,1
3824,191079,H. Dean,Harlee Dean,27,England,Europe,Europe Tier 3,1,4,2200000,10000,Right,1,3,54,33,45,51,70,75,Defense,3883,1,0,0.699999988,6,0,5.599999905,0
3833,235927,P. Cuadra,Pablo Cuadra,24,Argentina,South America,South America,8,9,2500000,9000,Left,1,5,91,66,58,77,24,61,"Attacking Midfield,Forward",440,0,3,0.699999988,0,0,0.300000012,0
3836,189397,F. Jungwirth,Florian Jungwirth,30,Germany,Europe,North America,2,3,2500000,6000,Right,1,4,50,42,60,60,71,73,"Defensive Midfield,Defense",2671,0,1,0.600000024,4,0,2,2
3838,190560,O. Gonzalez,Omar Alejandro González,30,United States,North America,North America,4,7,2500000,6000,Right,1,3,57,36,50,44,70,82,Defense,1350,1,1,0.899999976,0,0,3.400000095,1
3840,238860,Jadson,Jadson Silva de Morais,27,Brazil,South America,Europe Tier 2,1,3,2500000,6000,Right,1,2,62,30,39,41,72,75,Defense,1775,2,0,0.600000024,1,1,1.600000024,1
3841,204682,Rafael Lopes,Rafael Guimarães Lopes,27,Portugal,Europe,Europe Tier 4,2,4,2500000,6000,Right,1,4,60,72,53,66,34,78,Forward,1618,2,2,1.399999976,2,0,4.300000191,1
3842,230774,J. Clarke-Salter,Jake Clarke-Salter,21,England,Europe,Europe Tier 1,7,8,2500000,6000,Left,1,3,66,33,50,42,72,71,Defense,2419,1,0,0.600000024,3,0,3.200000048,0
3847,213064,F. Calvo,Francisco Calvo,26,Costa Rica,North America,North America,1,5,2500000,6000,Left,1,3,68,44,59,65,71,74,Defense,1936,3,1,1.399999976,4,0,1.200000048,1
3848,244377,T. Borevkovic,Toni Borevkovic,22,Croatia,Europe,Europe Tier 3,2,6,2500000,5000,Right,1,3,50,30,47,42,69,76,Defense,1658,1,0,0.300000012,3,0,1.600000024,0
3853,173132,F. Dionisi,Federico Dionisi,32,Italy,Europe,Europe Tier 3,1,9,2500000,5000,Right,2,3,81,72,52,69,35,66,"Attacking Midfield,Forward",197,1,0,1.200000048,2,0,0.400000006,0
3856,212747,T. Martínez,Tomás Martínez,24,Argentina,South America,North America,2,6,2500000,5000,Left,1,2,68,58,67,74,38,49,Attacking Midfield,2332,5,2,1.600000024,2,0,0.200000003,2
3858,189436,L. Ariaudo,Lorenzo Ariaudo,30,Italy,Europe,Europe Tier 3,1,9,2500000,4000,Left,1,3,49,34,50,56,73,72,Defense,1684,0,0,0.300000012,2,0,2.700000048,0
3861,205556,L. Krajnc,Luka Krajnc,24,Slovenia,Europe,Europe Tier 3,1,9,2500000,3000,Left,1,2,62,32,53,59,69,76,Defense,790,0,0,0.300000012,3,0,2.799999952,0
3863,192146,V. Ignatiev,Vladislav Ignatiev,32,Russia,Europe,Europe Tier 2,4,9,2500000,30000,Right,1,4,76,63,71,70,72,66,"Defensive Midfield,Defense",2707,1,2,1.200000048,5,1,2.100000143,1
3867,236944,F. Diabaté,Fousseni Diabaté,23,Mali,Africa,Europe Tier 1,6,6,2400000,10000,Left,1,3,78,66,60,76,23,50,"Attacking Midfield,Forward",1418,2,3,1.200000048,0,0,0.800000012,0
3868,183518,Rui Fonte,Rui Pedro da Rocha Fonte,29,Portugal,Europe,Europe Tier 2,3,8,2400000,10000,Right,2,3,63,68,67,69,43,62,"Attacking Midfield,Forward",620,1,0,0.699999988,1,0,2.099999905,0
3869,198220,M. Bourabia,Mehdi Bourabia,27,Morocco,Africa,Europe Tier 1,3,5,2400000,30000,Right,1,3,62,61,69,71,63,62,Midfield (Attacking/Defensive),2009,1,0,1.100000024,7,1,1.5,2
3870,199169,K. Mokotjo,Kamohelo Mokotjo,28,South Africa,Africa,Europe Tier 3,1,5,2400000,30000,Right,1,3,66,49,66,70,67,72,Defensive Midfield,2204,3,2,0.5,0,0,0.200000003,1
3871,198032,D. Burn,Dan Burn,27,England,Europe,Europe Tier 1,1,2,3100000,30000,Left,1,3,44,33,53,47,70,77,Defense,1214,0,0,0.699999988,3,0,4.400000095,1
3873,200309,T. Darikwa,Tendayi Darikwa,27,Zimbabwe,Africa,Europe Tier 3,1,6,2400000,20000,Right,1,2,91,48,60,68,67,75,"Defensive Midfield,Defense",2513,0,1,0.400000006,3,1,1.200000048,2
3874,188540,R. van La Parra,Rajiv van La Parra,28,Netherlands,Europe,Europe Tier 1,1,7,2400000,20000,Right,1,3,82,59,64,79,39,62,"Attacking Midfield,Forward",407,0,0,1,0,0,0.200000003,0
3875,200713,S. Aydogdu,Soner Aydogdu,28,Turkey,Europe,Europe Tier 2,5,8,2400000,15000,Left,1,2,65,64,69,74,57,61,Midfield (Attacking/Defensive),474,0,2,0.300000012,5,0,0.300000012,0
3876,224013,Sergi Canós,Sergi Canós Tenés,22,Spain,Europe,Europe Tier 3,1,5,2400000,20000,Right,1,3,72,67,63,73,51,64,Midfield (Attacking/Defensive),2197,7,7,2,3,0,0.600000024,2
3877,195037,D. Batth,Danny Batth,28,England,Europe,Europe Tier 3,1,7,1700000,20000,Right,1,2,32,23,42,37,70,83,Defense,1530,0,0,0.800000012,2,0,5.099999905,1
3878,183706,M. Waghorn,Martyn Waghorn,29,England,Europe,Europe Tier 3,1,8,2400000,20000,Left,1,4,70,74,67,64,31,76,"Attacking Midfield,Forward",2204,9,3,1.299999952,7,0,1.600000024,2
3879,184624,J. Rhodes,Jordan Rhodes,29,Scotland,Europe,Europe Tier 3,1,5,1800000,20000,Right,1,2,61,71,53,63,40,67,Forward,1017,6,1,0.800000012,1,0,1.799999952,1
3880,204823,Nildo Petrolina,Evanildo Fernandes Gomes,33,Brazil,South America,Asia Pacific,4,6,2400000,20000,Left,1,4,81,68,70,75,57,60,"Defensive Midfield,Defense",833,2,2,2.700000048,2,0,0.300000012,0
3882,225934,C. Yambéré,Cédric Yambéré,28,Central African Rep.,Africa,Asia Pacific,3,6,2400000,15000,Right,1,3,58,31,48,53,70,74,"Defensive Midfield,Defense",2803,0,0,0.699999988,4,0,2,0
3883,202491,T. Carroll,Tom Carroll,27,England,Europe,Europe Tier 3,1,6,2400000,20000,Left,1,2,66,58,73,69,56,51,Midfield (Attacking/Defensive),685,0,0,0.300000012,0,0,0.300000012,0
3884,182411,Yu Hanchao,Yu Hanchao,32,China PR,Asia,Asia Pacific,6,10,2400000,15000,Left,1,4,76,63,67,73,41,69,Attacking Midfield,266,0,1,1.5,0,0,0.200000003,0
3885,190671,M. Frantz,Mike Frantz,32,Germany,Europe,Europe Tier 1,2,2,2400000,15000,Left,2,4,62,62,72,70,66,77,"Attacking Midfield,Forward",2233,2,1,0.600000024,2,0,1.600000024,0
3887,199563,B. Balaj,Bekim Balaj,28,Albania,Europe,Europe Tier 4,3,8,2400000,15000,Right,1,4,68,68,49,64,26,71,Forward,1105,3,0,1.299999952,1,0,1.399999976,0
3888,222475,M. Thorsby,Morten Thorsby,23,Norway,Europe,Europe Tier 1,3,5,2400000,15000,Right,1,3,64,59,65,65,69,79,Midfield (Attacking/Defensive),1177,5,2,0.899999976,4,2,3.5,1
3890,213697,P. McNair,Paddy McNair,24,Northern Ireland,Europe,Europe Tier 3,1,8,2400000,15000,Right,1,3,62,56,59,65,72,71,"Defensive Midfield,Defense",734,0,1,0.300000012,1,0,1.299999952,1
3891,182343,Hao Junmin,Hao Junmin,32,China PR,Asia,Asia Pacific,3,6,2400000,15000,Right,1,4,71,64,73,71,59,70,Midfield (Attacking/Defensive),1854,1,5,0.600000024,2,0,0.899999976,0
3892,208335,L. Kübler,Lukas Kübler,26,Germany,Europe,Europe Tier 1,2,2,2400000,15000,Right,1,3,67,47,57,62,72,67,"Defensive Midfield,Defense",1187,0,2,0.400000006,2,0,1.799999952,1
3894,202276,S. Zoller,Simon Zoller,28,Germany,Europe,Europe Tier 3,1,7,2400000,15000,Right,1,3,78,69,65,72,31,61,"Attacking Midfield,Forward",535,2,1,1.799999952,1,0,1.5,0
3895,204226,D. Lezcano,Darío Lezcano,29,Paraguay,South America,North America,1,2,2400000,15000,Right,1,4,81,69,68,73,42,74,Forward,2129,9,2,2.099999905,4,0,2.700000048,0
3896,215309,L. Albertengo,Lucas Albertengo,28,Argentina,South America,South America,8,9,2400000,15000,Right,1,3,66,71,65,70,27,70,"Attacking Midfield,Forward",1320,3,0,1.100000024,1,0,3.400000095,0
3897,227537,H. Veerman,Henk Veerman,28,Netherlands,Europe,Europe Tier 3,1,6,2400000,15000,Right,1,3,68,69,45,55,30,79,Forward,841,6,4,2.400000095,3,0,5.199999809,3
3898,221896,D. Avdijaj,Donis Avdijaj,22,Kosovo,Europe,Europe Tier 2,5,6,2400000,15000,Right,1,4,74,72,66,75,24,56,Attacking Midfield,1258,4,2,1.600000024,3,0,0.100000001,0
3902,239116,C. Ganea,Cristian Ganea,27,Romania,Europe,Europe Tier 1,6,6,2400000,15000,Left,1,2,77,62,59,67,66,69,Defense,50,0,0,0,0,0,0,0
3904,231530,José Arnáiz,José Manuel Arnáiz Díaz,24,Spain,Europe,Europe Tier 1,1,4,2400000,15000,Right,1,4,80,70,63,72,40,57,Forward,108,0,0,0.200000003,0,0,0.699999988,0
3910,198856,C. Avevor,Christopher Avevor,27,Germany,Europe,Europe Tier 3,1,6,2400000,10000,Right,1,2,70,39,56,54,68,77,"Defensive Midfield,Defense",2250,0,0,0.200000003,2,0,1.700000048,0
3911,184518,O. Sismanoglu,Ömer Hasan Sismanoglu,29,Germany,Europe,Europe Tier 2,1,2,2400000,10000,Right,1,3,74,68,59,65,44,67,"Attacking Midfield,Forward",651,5,1,0.899999976,4,0,1,0
