"","S.No.","sofifa_id","short_name","long_name","Market_Value","Wages","age","pace","shooting","passing","dribbling","defending","physic","Mins_Total","Goals_total","Assists_Total","Shots_per_game_total","Yellow_Cards_Total","Red_Cards_Total","Aerial_Battles_Won_Per_Game_Total","Man_of_The_Match_Total","Player_international_reputation","weak_foot","Club_Int_Prestige","Club_Domestic_Prestige","Player_Continent","Club_Continent","preferred_foot","Position_Final","Clusters"
"2835",4005,192732,"E. Prib","Edgar Prib",2.3,20,29,68,67,71,72,66,65,203,0,1,1.5,1,0,0.300000012,1,2,3,3,9,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",2
"2836",4006,242374,"M. Barrow","Musa Barrow",2.3,20,20,81,66,48,69,31,58,592,1,2,1.399999976,0,0,0.5,0,1,3,3,6,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",2
"2837",4007,193569,"T. Lees","Tom Lees",2.3,15,28,57,36,55,61,71,74,3780,2,2,0.300000012,3,0,5.599999905,0,1,2,1,5,"Europe","Europe Tier 3","Right","Defense",2
"2838",4009,212242,"R. Andrich","Robert Andrich",2.3,15,24,66,60,70,67,62,76,1715,4,1,1.799999952,4,1,1.200000048,1,1,3,1,1,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"2839",4011,219641,"Cristian López","Cristian López Santamaría",1.7,7,30,71,68,49,67,31,78,359,2,0,0.600000024,2,0,0.899999976,0,1,3,1,9,"Europe","Europe Tier 3","Right","Forward",2
"2840",4012,185010,"M. Pazdan","Michal Pazdan",2.3,15,31,48,44,59,56,70,72,1260,2,1,0.400000006,1,0,2.099999905,0,2,4,5,5,"Europe","Europe Tier 2","Right","Defense",2
"2841",4013,235450,"Domingos Quina","Domingos Quina",2.3,15,19,72,63,63,72,43,50,335,1,0,0.600000024,0,0,0.300000012,0,1,3,3,4,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"2842",4014,209729,"B. McKay","Barrie McKay",2.3,15,24,87,63,66,73,38,41,1401,2,5,0.5,0,0,0.300000012,1,1,4,1,6,"Europe","Europe Tier 3","Right","Attacking Midfield",2
"2844",4018,214965,"C. Riaño","Claudio Riaño",2.3,10,30,75,69,62,70,23,66,410,0,0,1.600000024,2,0,2.299999952,0,1,2,4,7,"South America","South America","Right","Forward",2
"2845",4021,188058,"A. Kravets","Artem Kravets",2.3,10,30,62,70,57,62,40,70,1340,5,1,2,3,0,1.899999976,0,1,3,2,4,"Europe","Europe Tier 2","Right","Forward",2
"2846",4023,225629,"T. Valls","Théo Valls",2.3,10,23,65,60,66,68,65,65,1772,0,0,0.699999988,2,0,0.699999988,0,1,2,1,3,"Europe","Europe Tier 1","Left","Defensive Midfield",2
"2847",4024,241496,"T. Weah","Timothy Weah",2.3,10,19,87,68,59,70,30,59,54,1,0,1,1,0,0.5,0,1,3,4,8,"North America","Europe Tier 1","Right","Forward",2
"2848",4026,199511,"W. Lautoa","Wesley Lautoa",2.3,10,31,56,36,54,43,70,76,3025,0,0,0.400000006,11,1,1.5,0,1,3,1,2,"Oceania","Europe Tier 1","Left","Defensive Midfield,Defense",2
"2849",4028,194089,"C. Moritz","Christoph Moritz",2.3,10,29,60,59,69,71,70,70,552,1,0,0.200000003,0,0,0.5,1,1,3,3,10,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",2
"2850",4030,228961,"M. Pittón","Mauro Rodolfo Pittón",2.3,10,24,68,61,65,69,70,70,2038,3,2,1,3,0,1.700000048,0,1,3,8,9,"South America","South America","Right","Defensive Midfield",2
"2851",4032,234458,"C. Quintana","Carlos Gustavo David Quintana",2.3,9,31,49,32,49,48,70,79,900,1,0,0.600000024,2,0,5.599999905,1,1,3,5,4,"South America","South America","Left","Defense",2
"2852",4035,215111,"G. Verón","Gonzalo Verón",2.3,9,29,81,67,65,71,36,61,469,0,2,1.299999952,0,0,1.600000024,0,1,3,8,9,"South America","South America","Right","Attacking Midfield,Forward",2
"2853",4037,199829,"Timor","David Timor Copoví",3,15,29,53,60,72,64,68,77,164,0,0,1,0,0,4,0,1,3,2,5,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"2854",4038,229011,"K. N'Doram","Kévin N'Doram",2.3,9,23,56,33,60,62,71,71,284,0,0,1.299999952,2,0,1.5,0,1,2,6,8,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"2855",4039,217845,"A. Hjulsager","Andrew Hjulsager",2.3,8,24,75,65,68,72,58,70,350,0,3,0.100000001,1,0,0.100000001,0,1,3,2,7,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",2
"2856",4041,246203,"S. Plaza","Stiven Plaza",2.3,8,20,85,65,53,66,26,73,36,0,0,0,0,0,0,0,1,3,1,2,"South America","Europe Tier 1","Right","Forward",2
"2857",4045,237122,"T. Guidara","Tomás Guidara",2.3,7,23,78,40,58,70,66,78,1950,0,0,0.200000003,4,0,2,2,1,2,5,5,"South America","South America","Right","Defense",2
"2858",4046,190738,"H. Nielsen","Håvard Kallevik Nielsen",2.3,7,25,67,70,62,69,41,68,1131,4,0,1.700000048,0,0,2.599999905,0,1,4,1,5,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",2
"2859",4048,192904,"G. Kashia","Guram Kashia",2.3,6,31,43,27,56,55,71,79,1905,0,0,0.400000006,2,0,1.899999976,0,1,3,2,3,"Europe","North America","Right","Defense",2
"2861",4059,227903,"M. Romero","Maximiliano Romero",2.3,7,20,76,70,49,65,27,69,20,0,0,2,0,0,0,0,1,5,5,10,"South America","Europe Tier 2","Right","Forward",2
"2864",4064,214025,"C. Higuita","Cristian Andrés Higuita Beltrán",2.3,5,25,73,57,64,66,66,79,648,0,0,0.699999988,5,0,0.600000024,0,1,3,5,6,"South America","North America","Right","Midfield (Attacking/Defensive)",2
"2865",4068,246469,"A. Urzi","Agustín Urzi",3.8,5,19,88,59,59,73,36,52,669,2,1,1.600000024,2,0,1,2,1,2,4,5,"South America","South America","Right","Attacking Midfield",2
"2866",4070,246145,"I. Aliseda","Ignacio Aliseda",2.3,5,19,85,58,62,75,39,53,682,1,1,0.899999976,1,0,0.5,0,1,4,3,6,"South America","South America","Right","Attacking Midfield",2
"2867",4077,238049,"P. Pomykal","Paxton Pomykal",2.3,3,19,74,58,68,68,54,63,1922,2,2,1.200000048,4,0,0.699999988,2,1,3,2,6,"North America","North America","Left","Attacking Midfield",2
"2868",4078,192636,"David Simão","David Martins Simão",2.3,1,29,65,67,72,71,62,69,1170,1,0,0.899999976,6,0,0.600000024,0,1,3,2,6,"Europe","Europe Tier 3","Left","Defensive Midfield",2
"2869",4082,149185,"F. Magnanelli","Francesco Magnanelli",2.2,40,34,62,55,68,62,76,68,1859,0,0,0.300000012,3,1,0.699999988,1,2,3,3,5,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"2870",4084,191089,"C. Wickham","Connor Wickham",2.2,30,26,49,72,61,65,30,71,61,0,1,0.800000012,0,0,1.200000048,0,1,3,2,3,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"2873",4089,210548,"L. Capezzi","Leonardo Capezzi",2.2,5,24,48,59,70,66,59,60,776,0,0,1,4,0,0.600000024,0,1,2,3,5,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"2874",4094,245535,"A. Parmak","Abdulkadir Parmak",3,15,24,76,66,68,72,68,65,1242,2,2,0.800000012,4,0,0.5,1,1,4,5,6,"Europe","Europe Tier 2","Right","Defensive Midfield",2
"2875",4095,240342,"H. Duljevic","Haris Duljevic",2.2,15,25,83,58,64,77,43,72,1505,1,3,1.700000048,2,0,0.400000006,1,1,3,1,3,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"2876",4098,225147,"C. Roberts","Connor Roberts",2.2,10,23,69,38,62,66,68,66,3956,5,1,0.899999976,3,0,0.899999976,1,1,4,1,6,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",2
"2877",4099,233785,"R. Bormuth","Robin Bormuth",2.2,10,23,72,25,39,48,69,74,615,0,0,0,2,0,1.399999976,0,1,3,1,2,"Europe","Europe Tier 1","Right","Defense",2
"2878",4101,229487,"L. Klünter","Lukas Klünter",2.2,10,23,87,48,56,67,67,65,595,0,0,0.5,1,1,0.800000012,0,1,3,4,5,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"2879",4102,241049,"Gorosabel","Andoni Gorosabel Espinosa",2.2,10,22,64,41,58,60,70,57,456,0,0,0.300000012,0,0,1,0,1,3,3,5,"Europe","Europe Tier 1","Right","Defense",2
"2882",4107,223615,"C. Chimino","Christian Chimino",2.2,10,31,79,46,57,65,69,72,1756,0,2,0.400000006,8,0,1.899999976,1,1,2,1,2,"South America","South America","Right","Defense",2
"2883",4109,242041,"M. Dräger","Mohamed Dräger",2.2,10,23,86,60,59,69,65,62,2808,0,5,0.800000012,4,1,1.399999976,0,1,3,2,2,"Africa","Europe Tier 1","Right","Defense",2
"2887",4115,239136,"N. Cozza","Nicolas Cozza",2.2,10,20,76,36,61,63,69,71,986,0,1,0,0,0,1.299999952,0,1,3,2,6,"Europe","Europe Tier 1","Left","Defense",2
"2888",4117,217844,"Djavan","Djavan da Silva Ferreira",2.2,9,31,74,48,63,71,69,77,1963,0,3,0.100000001,6,0,1.200000048,2,1,3,1,4,"South America","Europe Tier 2","Left","Defense",2
"2889",4120,182440,"R. Kruse","Robbie Kruse",2.2,8,30,77,69,66,70,40,58,1092,1,2,1.600000024,2,0,0.699999988,0,1,2,5,10,"Oceania","Asia Pacific","Right","Attacking Midfield,Forward",2
"2890",4122,221456,"R. Burke","Reece Burke",2.2,7,22,68,36,50,57,70,69,2783,0,0,0.400000006,2,0,3.400000095,1,1,3,1,4,"Europe","Europe Tier 3","Right","Defense",2
"2891",4124,231110,"P. Erras","Patrick Erras",2.2,7,24,35,42,60,46,69,72,1219,0,1,0.400000006,1,0,2.400000095,0,1,3,1,9,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",2
"2892",4126,240943,"B. Aouacheria","Bilel Aouacheria",2.2,8,25,72,67,64,74,38,69,914,1,0,0.699999988,2,0,0.400000006,0,1,3,1,4,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",2
"2893",4127,216097,"Idris","Idrissa Mandiang",2.2,7,34,48,52,61,63,74,83,1302,0,0,0.300000012,5,1,3,0,1,2,1,4,"Africa","Europe Tier 3","Right","Defensive Midfield",2
"2894",4129,227900,"N. Tripichio","Nicolás Tripichio",2.2,7,23,83,47,62,70,64,69,876,0,0,0.100000001,2,0,1.399999976,0,1,3,3,6,"South America","South America","Right","Defense",2
"2895",4134,242081,"A. Almendra","Agustín Almendra",1.9,6,19,65,57,67,69,59,61,1074,1,1,1.100000024,2,0,0.600000024,0,1,2,9,10,"South America","South America","Right","Defensive Midfield",2
"2896",4139,231212,"E. Rolón","Esteban Rolón",2.2,5,24,65,53,66,66,67,65,1043,0,0,0.400000006,9,0,0.5,0,1,3,2,10,"South America","Europe Tier 3","Right","Defensive Midfield",2
"2897",4141,224591,"Y. Bodiger","Yann Bodiger",2.2,5,24,53,57,68,63,67,70,12,0,0,0,0,0,0,0,1,3,1,5,"Europe","Europe Tier 3","Left","Defensive Midfield",2
"2899",4145,192329,"N. Obiora","Nwankwo Emeka Obiora",2.2,5,27,65,46,57,62,67,87,1135,3,0,0.600000024,5,0,1,0,1,3,1,4,"Africa","Europe Tier 3","Right","Defensive Midfield",2
"2900",4148,243976,"Catena","Alejandro Catena Marugán",2.2,4,24,63,33,48,47,70,71,177,0,0,1.5,1,0,3,0,1,3,1,2,"Europe","Europe Tier 1","Right","Defense",2
"2902",4167,177134,"D. Ba","Demba Ba",2.1,30,34,70,73,68,68,45,70,86,2,0,0.800000012,0,0,0.600000024,0,3,3,5,8,"Africa","Europe Tier 2","Right","Forward",2
"2903",4168,183284,"A. Chedjou","Aurélien Chedjou",2.1,15,34,65,49,60,62,73,74,2324,1,0,0.699999988,4,0,2.200000048,1,3,3,1,2,"Africa","Europe Tier 3","Right","Defensive Midfield,Defense",2
"2904",4169,189403,"N. Baker","Nathan Baker",2.1,30,28,52,34,42,38,70,77,925,0,0,0.300000012,0,0,3.400000095,0,1,2,1,7,"Europe","Europe Tier 3","Left","Defense",2
"2905",4170,223402,"E. Tasdemir","Emre Tasdemir",2.1,20,23,85,59,64,73,66,58,379,0,0,0.400000006,3,0,1,0,1,3,7,10,"Europe","Europe Tier 2","Left","Defensive Midfield,Defense",2
"2906",4171,243237,"L. Pellegrini","Luca Pellegrini",2.1,10,20,76,35,58,67,65,56,941,0,1,0.200000003,2,1,0.800000012,0,1,3,1,4,"Europe","Europe Tier 1","Left","Defense",2
"2907",4172,163761,"C. Davies","Curtis  Davies",1.5,20,34,52,38,46,53,75,71,275,0,0,0,0,0,2.799999952,0,2,3,1,8,"Europe","Europe Tier 3","Right","Defense",2
"2908",4174,199027,"J. Robinson","Jack Robinson",2,20,25,72,40,60,63,71,66,3224,2,2,0.400000006,11,1,3.200000048,1,1,3,1,6,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",2
"2909",4175,215374,"S. Hogan","Scott Hogan",2.1,20,27,85,63,52,70,30,59,435,2,1,1.299999952,0,0,0.300000012,0,1,3,2,2,"Europe","Europe Tier 1","Right","Forward",2
"2910",4177,197777,"J. Sala","Jacopo Sala",2.1,9,27,69,61,69,71,70,70,1517,0,1,0.400000006,5,0,0.5,0,1,4,1,1,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"2911",4178,214763,"P. Goltz","Paolo Duval Goltz",2.1,20,34,51,56,62,58,72,80,894,0,1,0.100000001,4,0,2.299999952,0,1,3,9,10,"South America","South America","Right","Defense",2
"2912",4179,146963,"J. Pinola","Javier Horacio Pinola",2.1,15,36,68,53,68,68,77,77,1535,0,0,0.400000006,5,0,2.400000095,0,2,3,9,10,"South America","South America","Left","Defense",2
"2914",4181,236045,"Reinildo","Reinildo Isnard Mandava",2.1,15,25,75,52,59,70,67,68,1315,0,0,0.100000001,3,0,2.900000036,1,1,3,4,8,"Africa","Europe Tier 1","Left","Defensive Midfield,Defense",2
"2915",4186,190576,"M. Caruzzo","Matías Nicolás Caruzzo",2.1,15,34,45,36,58,50,73,77,1620,1,0,0.400000006,3,0,2.200000048,1,1,3,4,7,"South America","South America","Right","Defense",2
"2916",4187,221890,"J. Fulton","Jay Fulton",2.1,15,25,65,54,64,66,68,73,1914,2,1,0.800000012,2,0,0.899999976,2,1,3,1,6,"Europe","Europe Tier 3","Right","Defensive Midfield",2
"2917",4188,768,"Felipe","Felipe Dias da Silva dal Belo",2.1,10,34,34,35,51,52,78,59,2364,3,2,0.5,13,0,1.700000048,0,2,3,1,1,"South America","Europe Tier 1","Left","Defense",2
"2919",4190,192370,"M. Formica","Mauro Abel Fórmica",2.1,10,31,72,68,69,73,33,56,1584,2,1,2.099999905,2,0,1.5,0,1,3,6,7,"South America","South America","Right","Midfield (Attacking/Defensive)",2
"2920",4193,221791,"R. Kurzawa","Rafal Kurzawa",2.1,10,26,57,65,72,71,61,57,232,1,0,0.200000003,0,0,0.600000024,0,1,2,1,2,"Europe","Europe Tier 3","Left","Midfield (Attacking/Defensive)",2
"2921",4194,193549,"S. Hutchinson","Shaun Hutchinson",2.1,10,28,54,29,51,55,70,80,2149,1,0,0.699999988,6,0,6.099999905,2,1,3,1,3,"Europe","Europe Tier 3","Right","Defense",2
"2922",4199,168585,"R. Vlaar","Ron Vlaar",2.1,10,34,31,57,57,52,75,77,2392,2,0,0.600000024,3,0,2.400000095,0,2,4,3,8,"Europe","Europe Tier 2","Right","Defense",2
"2923",4200,189558,"B. Salamon","Bartosz Salamon",2.1,10,28,43,46,58,56,71,69,1724,0,0,0.600000024,3,0,2.299999952,1,1,3,1,1,"Europe","Europe Tier 1","Right","Defense",2
"2924",4201,201136,"M. Colin","Maxime Colin",2.1,10,27,75,33,62,69,70,74,3793,0,2,0.200000003,3,0,1.399999976,0,1,4,1,4,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",2
"2925",4202,202069,"J. Fernández","José Luis Fernández",2.1,10,31,77,68,66,74,50,59,110,0,0,0.5,0,0,0,0,1,3,2,6,"South America","South America","Left","Defensive Midfield,Defense",2
"2926",4205,231022,"C. Dell'Orco","Cristian Dell'Orco",2.1,9,25,63,47,59,67,70,66,1036,1,0,0.300000012,1,0,1,0,1,3,3,5,"Europe","Europe Tier 1","Left","Defense",2
"2927",4207,209372,"M. Saymak","Mustafa Saymak",2.1,7,26,72,65,65,72,46,54,313,0,0,0.800000012,1,0,0.100000001,0,1,3,1,5,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",2
"2929",4209,193226,"B. Jeannot","Benjamin Jeannot",2.1,7,27,63,71,57,67,30,59,1448,2,0,2.099999905,3,0,3,0,1,3,1,9,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",2
"2930",4210,197480,"I. Saadi","Idriss Saadi",2.1,10,27,65,70,53,67,22,75,9,0,0,0,0,0,0,0,1,3,1,4,"Africa","Europe Tier 1","Right","Forward",2
"2931",4212,204451,"K. Günter","Koray Günter",2.1,8,24,59,31,56,59,69,69,833,0,0,0.200000003,1,0,1.899999976,0,1,3,2,4,"Europe","Europe Tier 1","Right","Defense",2
"2932",4214,214776,"O. Benítez","Óscar Benítez",2.1,8,26,73,64,65,72,57,70,519,0,0,0.600000024,0,0,1.399999976,0,1,3,1,1,"South America","North America","Right","Attacking Midfield",2
"2933",4215,222315,"G. Esparza","Cristian Gabriel Esparza",2.1,8,26,89,60,65,72,46,56,264,0,0,0.699999988,0,0,0.200000003,0,1,3,5,6,"South America","South America","Left","Attacking Midfield",2
"2934",4219,206463,"J. Dudziak","Jeremy Dudziak",2.1,7,23,81,56,67,74,64,65,2043,2,1,0.800000012,4,0,1,1,1,3,3,10,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",2
"2935",4221,212321,"J. Meffert","Jonas Meffert",2.1,7,24,54,50,63,64,69,74,2094,3,0,0.600000024,5,1,1.899999976,1,1,3,1,4,"Europe","Europe Tier 3","Right","Defensive Midfield",2
"2936",4224,209504,"B. Hrgota","Branimir Hrgota",2.1,7,26,70,72,61,70,26,61,4,0,0,0,0,0,0,0,1,4,1,5,"Europe","Europe Tier 3","Left","Attacking Midfield,Forward",2
"2939",4241,229270,"M. Lemos","Mauricio Lemos Merladet",2.1,6,23,63,54,59,68,69,70,182,0,0,0,0,0,0.699999988,0,1,3,1,9,"South America","Europe Tier 3","Right","Defense",2
"2940",4243,238862,"Lucas Possignolo","Lucas Possignolo",2.1,5,25,53,25,44,49,69,72,2400,0,0,0.5,5,1,1.899999976,0,1,2,1,3,"South America","Europe Tier 2","Right","Defense",2
"2941",4246,186524,"F. Ðordevic","Filip Ðordevic",2.1,4,31,57,70,59,68,49,73,632,1,1,1.100000024,1,0,2,0,2,3,2,9,"Europe","Europe Tier 3","Left","Forward",2
"2942",4248,231591,"Javi Galán","Javier Galán Gil",2.1,5,24,79,53,69,70,63,64,1440,0,2,0.100000001,7,0,1.100000024,1,1,3,1,2,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",2
"2943",4249,232230,"R. Matarrita","Ronald Alberto Matarrita Ulate",2.1,4,24,80,49,65,70,67,68,2071,1,1,1,7,1,0.800000012,1,1,2,5,10,"North America","North America","Left","Defensive Midfield,Defense",2
"2944",4250,238008,"J. Elliott","Jack Elliott",2.1,4,23,51,24,45,48,70,75,3270,3,0,0.800000012,4,0,2.599999905,1,1,3,1,4,"Europe","North America","Right","Defense",2
"2945",4254,242036,"M. Ljujic","Matija Ljujic",2.1,5,25,62,67,69,71,56,69,838,0,0,0.600000024,4,0,0.200000003,0,1,2,1,5,"Europe","Europe Tier 3","Left","Attacking Midfield",2
"2946",4260,228802,"D. Zhivoglyadov","Dmitriy Zhivoglyadov",2.1,20,25,76,51,61,69,69,66,1830,0,2,0.300000012,2,0,0.800000012,0,1,3,4,9,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",2
"2947",4262,136113,"W. Morgan","Wes Morgan",2,40,35,29,34,41,55,76,72,1926,3,0,0.600000024,1,2,4.199999809,1,2,2,6,6,"North America","Europe Tier 1","Right","Defense",2
"2950",4265,139860,"J. Morel","Jérémy Morel",2,20,35,67,44,61,59,74,78,1155,0,0,0.300000012,5,0,4.900000095,0,2,2,3,6,"Africa","Europe Tier 1","Left","Defense",2
"2952",4269,209840,"J. Jeanvier","Julian Jeanvier",2,20,26,69,35,49,54,67,76,2008,2,0,0.600000024,4,0,2.599999905,1,1,3,1,5,"Africa","Europe Tier 3","Right","Defense",2
"2953",4270,54033,"T. Huddlestone","Tom Huddlestone",1.6,15,32,40,70,75,63,69,69,1983,0,0,0.699999988,6,0,1.700000048,0,2,5,1,8,"Europe","Europe Tier 3","Right","Defensive Midfield",2
"2954",4271,236988,"E. Nketiah","Eddie Nketiah",2.3,20,20,84,66,51,71,20,60,243,1,0,2.599999905,0,0,0.5,0,1,3,7,7,"Europe","Europe Tier 1","Right","Forward",2
"2955",4274,193185,"S. Malone","Scott Malone",1.5,15,28,73,62,64,71,67,70,2256,2,2,0.5,3,1,1.100000024,1,1,3,1,8,"Europe","Europe Tier 3","Left","Defense",2
"2956",4276,199282,"A. Abrashi","Amir Abrashi",2,15,29,64,55,58,65,70,76,791,0,0,0.699999988,5,0,0.5,0,1,2,2,2,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"2957",4277,215437,"D. Fisher","Darnell Fisher",2,15,25,79,26,51,66,69,76,2872,0,4,0.300000012,10,1,1.799999952,0,1,3,1,5,"Europe","Europe Tier 3","Right","Defense",2
"2958",4279,212282,"I. Sylla","Issiaga Sylla",2,15,25,70,61,69,70,65,74,1995,2,0,0.699999988,5,0,2.400000095,1,1,2,1,3,"Africa","Europe Tier 3","Left","Defensive Midfield,Defense",2
"2960",4283,231436,"G. Diangana","Grady Diangana",3.9,15,21,80,48,61,75,27,54,608,0,1,0.600000024,0,0,0.400000006,0,1,3,4,5,"Europe","Europe Tier 1","Left","Attacking Midfield",2
"2961",4284,215321,"J. Schunke","Jonathan Schunke",2,10,32,30,40,53,46,73,76,2006,2,0,0.400000006,4,1,2.599999905,0,1,3,6,8,"South America","South America","Right","Defense",2
"2962",4286,204030,"S. Kitsiou","Stelios Kitsiou",2,10,25,75,58,66,69,66,67,1260,0,3,0.5,4,0,1,0,1,3,5,5,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",2
"2963",4287,223765,"R. Bauer","Robert Bauer",2,10,24,70,51,60,63,70,75,1724,0,0,0.400000006,3,1,0.600000024,0,1,2,4,5,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"2965",4292,220172,"S. Janko","Saidy Janko",2,10,23,89,49,56,66,65,69,1206,0,1,0.200000003,3,0,1,1,1,3,7,10,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",2
"2966",4293,241135,"J. Collins","Jamilu Collins",2,10,24,86,36,58,73,64,72,2950,0,1,0.5,3,0,1.399999976,0,1,3,1,1,"Africa","Europe Tier 1","Left","Defense",2
"2967",4294,202060,"E. Bergström","Emil Bergström",2,15,26,64,35,46,52,69,77,973,1,1,0.800000012,0,0,2.799999952,0,1,3,2,7,"Europe","Europe Tier 2","Right","Defense",2
"2968",4295,216284,"F. Ballas","Florian Ballas",2,10,26,40,32,47,41,69,76,992,0,0,0.300000012,3,0,2.599999905,0,1,3,1,6,"Europe","Europe Tier 3","Right","Defense",2
"2969",4297,190193,"A. Tetteh","Abdul-Aziz Tetteh",2,10,29,64,47,59,63,68,83,2076,1,0,0.400000006,10,2,1,0,1,3,1,3,"Africa","Europe Tier 2","Right","Defensive Midfield",2
"2970",4298,204401,"Diogo Figueiras","Diogo José Rosário Gomes Figueiras",2,7,28,82,55,66,75,66,47,185,0,1,0.300000012,1,0,0,0,1,3,3,8,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",2
"2971",4299,223065,"G. Toledo","Gustavo Toledo",2,9,29,83,48,62,69,65,67,1710,0,1,0.400000006,1,0,1.200000048,1,1,3,2,6,"South America","South America","Right","Defense",2
"2972",4302,240709,"R. Baku","Ridle Bote Baku",2,10,21,76,59,66,74,62,64,938,0,0,0.699999988,1,0,0.600000024,0,1,4,3,4,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"2973",4307,225964,"J. Carrascal","Jorge Carrascal",2,8,21,70,63,60,76,41,40,69,0,0,1.5,0,0,0,0,1,2,9,10,"South America","South America","Right","Midfield (Attacking/Defensive)",2
"2974",4309,204338,"C. Kerbrat","Christophe Kerbrat",1.5,6,32,57,50,58,62,72,72,2098,0,0,0.100000001,3,1,1.200000048,1,1,3,1,10,"Europe","Europe Tier 3","Right","Defense",2
"2976",4313,224980,"M. Busch","Marnon Busch",2,7,24,86,46,58,68,65,72,2851,0,4,0.699999988,2,0,1.200000048,0,1,3,1,5,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",2
"2977",4316,190772,"M. Besler","Matt Besler",2,6,32,64,42,62,61,72,73,2115,0,0,0.100000001,2,1,2.200000048,0,1,3,2,7,"North America","North America","Left","Defense",2
"2978",4317,183453,"P. Oniangué","Prince Oniangué",2,6,30,64,70,64,66,71,80,2343,2,0,0.699999988,3,0,1.600000024,0,2,2,1,9,"Africa","Europe Tier 3","Right","Midfield (Attacking/Defensive)",2
"2979",4320,192476,"Fontàs","Andreu Fontàs Prat",2,6,29,31,48,67,60,71,69,964,0,0,0.200000003,2,0,1.5,0,1,3,2,7,"Europe","North America","Left","Defensive Midfield,Defense",2
"2981",4322,205340,"Marcelo","Marcelo dos Santos Ferreira",1.5,5,29,62,26,50,51,72,68,1147,0,0,0.300000012,1,0,2.099999905,0,1,2,1,5,"South America","North America","Right","Defense",2
"2982",4323,234514,"O. El Hajjam","Oualid El Hajjam",2,6,28,69,46,66,71,69,71,542,0,0,0.100000001,1,0,1.100000024,0,1,3,1,8,"Africa","Europe Tier 3","Right","Defense",2
"2983",4326,225507,"Pol Llonch","Pol Llonch Puyaltó",2,6,26,78,50,60,64,69,75,2524,1,1,0.600000024,5,0,1.399999976,2,1,3,1,5,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",2
"2985",4330,228967,"Edu Machado","Eduardo José Borges Machado",2,5,29,72,44,50,70,71,69,1638,0,2,0.5,3,1,1.299999952,0,1,2,1,4,"Europe","Europe Tier 3","Right","Defense",2
"2987",4334,178475,"D. Ciofani","Daniel Ciofani",2,4,33,61,73,41,56,26,73,1631,5,2,1.700000048,1,0,3.299999952,0,2,3,1,4,"Europe","Europe Tier 3","Right","Forward",2
"2988",4335,223633,"L. Paqarada","Leart Paqarada",2,4,24,76,45,68,69,66,67,2350,1,2,1.200000048,3,0,1.200000048,1,1,3,1,2,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",2
"2989",4336,231985,"K. Rosenberry","Keegan Rosenberry",2,5,25,70,51,63,68,68,69,3060,1,3,0.699999988,3,0,1.200000048,1,1,3,1,4,"North America","North America","Right","Defense",2
"2990",4337,239704,"K. Wagner","Kai Wagner",2,4,22,76,32,57,66,68,73,2894,0,6,0.200000003,7,1,1.299999952,0,1,3,1,4,"Europe","North America","Left","Defense",2
"2991",4338,240257,"C. Traoré","Cheick Omar Traoré",2,5,24,74,46,62,71,67,67,1505,0,0,0.400000006,3,0,0.899999976,0,1,3,1,9,"Europe","Europe Tier 1","Right","Defense",2
"2993",4345,224542,"N. Leyes","Nery Leyes",2,4,29,61,49,62,61,71,80,519,0,0,0.300000012,1,0,0.699999988,0,1,3,1,4,"South America","South America","Right","Defensive Midfield",2
