"","S.No.","sofifa_id","short_name","long_name","Market_Value","Wages","age","pace","shooting","passing","dribbling","defending","physic","Mins_Total","Goals_total","Assists_Total","Shots_per_game_total","Yellow_Cards_Total","Red_Cards_Total","Aerial_Battles_Won_Per_Game_Total","Man_of_The_Match_Total","Player_international_reputation","weak_foot","Club_Int_Prestige","Club_Domestic_Prestige","Player_Continent","Club_Continent","preferred_foot","Position_Final","Clusters"
"1062",1172,185174,"A. Poli","Andrea Poli",8.5,30,29,70,65,75,78,72,66,1947,4,1,1,5,0,0.300000012,0,2,3,2,4,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1063",1173,193584,"G. Burgstaller","Guido Burgstaller",8.5,30,30,67,76,66,72,38,84,1755,5,1,2.099999905,5,0,2.200000048,0,1,5,6,8,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1067",1177,231391,"João Carvalho","João António Antunes Carvalho",8.5,30,22,71,68,72,77,33,44,2558,4,8,0.899999976,5,0,0.200000003,1,1,4,1,6,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"1069",1180,197813,"J. Martin","Jonas Martin",8.5,40,29,62,69,77,75,68,73,2061,3,1,0.899999976,9,0,0.800000012,2,2,4,3,6,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1070",1181,199667,"R. Funes Mori","José Ramiro Funes Mori",8.5,30,28,62,50,64,65,76,76,3447,2,1,1.5,16,0,4.299999714,0,2,3,7,8,"South America","Europe Tier 1","Left","Defensive Midfield,Defense",1
"1071",1182,189410,"D. Latza","Danny Latza",8.5,30,29,66,57,75,74,72,76,1873,0,3,1.600000024,4,0,1.299999952,1,1,4,3,4,"Europe","Europe Tier 1","Right","Defensive Midfield",1
"1074",1185,205257,"N. Sliti","Naïm Sliti",8.5,30,26,75,69,73,80,34,69,2290,3,4,1.799999952,2,0,0.300000012,2,1,3,3,6,"Africa","Asia Pacific","Right","Attacking Midfield",1
"1075",1186,153177,"M. Zárate","Mauro Matías Zárate",8.5,30,32,77,80,70,85,42,68,1504,6,7,2.200000048,3,0,0.699999988,3,2,3,9,10,"South America","South America","Right","Attacking Midfield,Forward",1
"1077",1188,212212,"D. Kohr","Dominik Kohr",8.5,30,25,68,58,63,71,75,79,1411,2,3,3.599999905,7,0,2.700000048,2,2,3,5,6,"Europe","Europe Tier 1","Right","Defensive Midfield",1
"1078",1189,219733,"L. Ajorque","Ludovic Ajorque",8.5,30,25,57,74,52,67,27,79,1536,9,1,1.799999952,5,0,4.199999809,5,1,2,1,4,"Europe","Europe Tier 1","Left","Forward",1
"1087",1198,208451,"R. Quaison","Robin Quaison",8.5,30,25,77,73,69,78,51,70,2204,7,3,1.799999952,1,0,0.899999976,1,1,3,3,4,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1088",1199,215616,"Jason","David Jason Remeseiro Salgueiro",8.5,20,24,77,73,71,77,45,64,2333,2,5,1.100000024,10,0,1.100000024,0,1,4,6,8,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1091",1202,225951,"D. Bouanga","Denis Bouanga",8.5,20,24,78,73,70,76,30,67,2640,8,2,2.5,5,0,0.800000012,2,1,4,3,6,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1096",1208,221919,"A. Zeneli","Arbër Zeneli",8.5,20,24,85,70,69,81,35,59,1326,3,9,2.200000048,0,0,0.300000012,4,1,3,1,4,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"1102",1215,220334,"O. Romero","Óscar Romero",8.5,20,26,77,73,75,79,35,61,711,0,1,2.900000095,0,0,0.699999988,2,1,4,8,9,"South America","South America","Left","Attacking Midfield,Forward",1
"1103",1217,185195,"O. Ighalo","Odion Jude Ighalo",8.5,20,30,84,72,56,78,36,79,1292,10,0,3.900000095,2,0,0.899999976,1,1,3,3,5,"Africa","Asia Pacific","Right","Attacking Midfield,Forward",1
"1104",1219,211321,"M. Konaté","Pape Moussa Konaté",8.5,20,26,83,71,55,74,23,66,1882,7,2,1.799999952,2,0,1.899999976,1,1,4,1,2,"Africa","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1105",1220,226861,"S. Thioub","Sada Thioub",8.5,20,24,81,72,69,76,30,67,2482,3,5,0.899999976,3,0,0.5,1,1,4,1,4,"Africa","Europe Tier 1","Left","Attacking Midfield",1
"1106",1221,231777,"A. Ömür","Abdülkadir Ömür",8.5,20,20,81,65,70,78,39,47,2212,5,8,1.399999976,1,0,0.5,4,1,3,5,6,"Europe","Europe Tier 2","Left","Attacking Midfield",1
"1110",1226,203393,"E. Gnahoré","Eddy Gnahoré",8.5,20,25,66,67,71,73,68,77,2244,4,2,0.899999976,2,2,0.800000012,1,1,3,1,2,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"1119",1237,233731,"A. Isak","Alexander Isak",8.5,15,19,78,74,60,73,29,60,1370,13,6,3.400000095,0,0,2.099999905,5,1,4,3,5,"Europe","Europe Tier 1","Right","Forward",1
"1120",1238,236498,"S. Lammers","Sam Lammers",8.5,15,22,74,74,61,76,34,70,2692,16,5,2.599999905,3,0,2.900000095,3,1,5,5,10,"Europe","Europe Tier 2","Left","Forward",1
"1122",1240,184858,"Alan Kardec","Alan Kardec de Souza Pereira Junior",8.5,15,30,73,76,64,71,34,74,2269,14,2,2.400000095,2,0,8.300000191,6,1,3,1,2,"South America","Asia Pacific","Right","Forward",1
"1123",1241,199626,"André André","André Filipe Brás André",8.5,15,29,69,71,76,78,71,68,1342,6,1,1.299999952,5,0,0.800000012,0,2,4,3,7,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"1130",1250,229804,"A. Mitri?a","Alexandru Ionu? Mitri?a",8.5,9,24,85,69,68,78,26,55,2225,12,2,3.200000048,3,0,0.200000003,5,1,5,5,10,"Europe","North America","Right","Attacking Midfield",1
"1135",1264,124375,"B. Yilmaz","Burak Yilmaz",8,80,33,80,81,65,69,34,77,1271,11,1,2.900000095,4,0,2.200000048,2,2,3,7,10,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"1136",1265,157301,"R. Babel","Ryan Guno Babel",8,60,32,83,79,71,80,36,73,1196,5,1,2.799999952,1,0,1.700000048,0,3,3,7,10,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"1137",1266,202515,"Jesé","Jesé Rodríguez Ruiz",8,15,26,80,71,72,78,25,62,869,2,1,3.399999857,2,0,0.699999988,0,2,4,9,10,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1138",1267,194138,"A. Gray","Andre Gray",8,60,28,86,75,62,73,30,72,1362,7,2,1.200000048,2,0,0.600000024,0,1,3,3,4,"Europe","Europe Tier 1","Right","Forward",1
"1139",1268,178416,"J. Lens","Jeremain Lens",8,60,31,89,74,71,79,36,71,2076,4,5,2.5,8,1,2.200000048,1,2,4,7,10,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"1140",1269,20775,"Quaresma","Ricardo Andrade Quaresma Bernardo",8,15,35,77,73,82,86,24,63,2124,4,11,2.899999857,7,2,0.800000012,5,3,4,3,4,"Europe","Europe Tier 2","Right","Attacking Midfield",1
"1142",1271,210212,"Garry Rodrigues","Garry Mendes Rodrigues",8,60,28,83,72,71,77,43,69,1309,4,1,4.5,2,0,0.600000024,1,2,3,5,8,"Africa","Asia Pacific","Right","Attacking Midfield",1
"1146",1276,170733,"Gervinho","Gervais Lombe Yao Kouassi",8,50,32,90,70,71,80,35,59,2310,11,2,1.5,3,0,0,3,3,3,2,4,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1150",1280,173306,"C. Ansaldi","Cristian Daniel Ansaldi",8,40,32,75,62,77,79,76,70,1816,3,2,1.600000024,3,0,0.200000003,2,2,5,4,6,"South America","Europe Tier 1","Left","Defensive Midfield,Defense",1
"1151",1281,203910,"A. Knockaert","Anthony Knockaert",8,50,27,73,70,72,83,49,65,1833,2,6,0.899999976,4,1,0.5,0,1,3,1,2,"Europe","Europe Tier 1","Left","Attacking Midfield",1
"1153",1283,208535,"A. Duncan","Joseph Alfred Duncan",8,40,26,71,63,73,72,76,76,1852,4,4,1,7,1,0.600000024,0,2,3,3,5,"Africa","Europe Tier 1","Left","Defensive Midfield",1
"1155",1285,199559,"R. Inglese","Roberto Inglese",8,40,27,58,75,49,69,27,70,1968,9,1,1.899999976,3,0,2.400000095,1,2,3,7,9,"Europe","Europe Tier 1","Right","Forward",1
"1156",1286,210537,"R. Steffen","Renato Steffen",8,40,27,85,72,73,79,41,65,1507,5,1,0.899999976,4,0,0.699999988,0,1,3,4,6,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"1158",1288,220714,"P. Billing","Philip Billing",8,40,23,58,70,72,70,74,73,2192,2,0,1.600000024,7,0,3.299999952,3,1,3,1,3,"Europe","Europe Tier 1","Left","Defensive Midfield",1
"1159",1289,205670,"D. Gayle","Dwight Gayle",8,40,28,81,77,58,72,28,61,2936,24,2,2.400000095,2,1,0.899999976,5,1,4,3,4,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1162",1293,226093,"C. Adams","Che Adams",8,40,22,86,75,61,73,39,76,3740,22,4,2.5,5,0,0.800000012,4,1,4,4,4,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1164",1295,221587,"J. Lolley","Joe Lolley",7,40,26,84,67,69,79,49,56,3541,11,11,3,5,0,0.600000024,7,1,3,1,6,"Europe","Europe Tier 3","Left","Attacking Midfield",1
"1165",1296,186200,"F. Borini","Fabio Borini",8,40,28,74,74,72,78,45,69,1293,3,2,2.700000048,3,0,1.400000095,0,2,3,7,7,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1171",1304,226162,"E. Buendía","Emiliano Buendía",10,40,22,73,66,74,78,61,62,2863,8,12,1.899999976,6,1,0.600000024,6,1,3,1,1,"South America","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1173",1306,199254,"João Pedro","João Pedro Geraldino dos Santos Galvão",8,30,27,72,75,72,75,40,67,2571,7,2,1.799999952,4,1,2.099999905,1,1,4,1,4,"South America","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1175",1308,183820,"M. Dossevi","Matthieu Dossevi",8,30,31,79,68,77,79,36,59,2482,4,2,0.699999988,0,0,0.400000006,2,1,3,1,3,"Africa","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1176",1309,190059,"S. Zuber","Steven Zuber",8,30,27,78,74,73,77,71,75,676,1,1,3.5,1,0,1.399999976,0,1,4,5,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1178",1311,201858,"N. Sansone","Nicola Sansone",9.5,30,27,78,76,72,79,44,59,1143,2,4,2,3,1,0.5,1,2,3,2,4,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1182",1316,220031,"O. McBurnie","Oliver McBurnie",8,30,23,67,71,57,69,34,72,3414,22,4,2,5,0,3,6,1,2,1,1,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1185",1319,229071,"K. Onisiwo","Karim Onisiwo",8,30,27,78,70,67,75,53,76,1153,7,3,1.5,2,0,1.700000048,2,1,3,3,4,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1188",1322,188042,"M. Suárez","Matías Ezequiel Suárez",8,30,31,70,77,72,81,31,67,473,3,1,2,1,0,1.299999952,0,2,4,9,10,"South America","South America","Right","Attacking Midfield,Forward",1
"1189",1323,205086,"P. Klement","Phillipp Klement",8,30,26,69,70,74,76,40,57,2671,16,7,2.700000048,3,0,0.5,4,1,3,3,10,"Europe","Europe Tier 3","Left","Midfield (Attacking/Defensive)",1
"1190",1324,195038,"F. Kainz","Florian Kainz",8,30,26,80,70,70,80,37,57,1223,0,4,1.600000024,3,1,0.200000003,0,1,5,3,4,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"1192",1326,205083,"F. Fajr","Fayçal Fajr",8,20,30,63,73,79,77,68,67,3240,5,4,1.399999976,6,0,0.5,5,2,4,2,5,"Africa","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1196",1331,190149,"De Marcos","Óscar de Marcos Arana",8,20,30,82,62,72,75,71,78,2427,1,2,0.300000012,4,2,1.299999952,1,2,3,6,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1197",1334,211879,"J. Haberer","Janik Haberer",8,20,25,65,63,71,76,61,70,2343,1,3,1,4,1,2,1,1,3,2,2,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1202",1339,173208,"D. Criscito","Domenico Criscito",8,20,32,74,61,76,72,79,75,3071,2,4,0.899999976,12,1,1.299999952,3,2,3,2,4,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"1207",1345,221310,"A. Roa","Andrés Felipe Roa Estrada",8,20,26,81,64,75,80,54,61,1132,4,0,1.799999952,3,0,0.300000012,1,1,3,7,8,"South America","South America","Right","Attacking Midfield",1
"1217",1358,208144,"D. Bessa","Daniel Bessa",8,15,26,63,69,74,78,55,50,2444,1,3,0.899999976,8,0,0.400000006,0,1,4,1,2,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"1219",1361,199852,"N. Jørgensen","Nicolai Jørgensen",8,15,28,71,76,70,72,39,76,1409,7,2,1.899999976,0,1,1.899999976,3,2,3,3,9,"Europe","Europe Tier 2","Right","Forward",1
"1223",1367,209782,"S. Larsson","Sam Larsson",8,15,26,74,71,73,80,38,61,2514,6,8,2,0,0,0.600000024,3,1,2,3,9,"Europe","Europe Tier 2","Right","Attacking Midfield",1
"1227",1371,212213,"Ricardo Esgaio","Ricardo Sousa Esgaio",8,15,26,74,66,74,80,70,68,1997,0,4,0.400000006,5,1,0.699999988,1,1,3,3,8,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",1
"1232",1376,231138,"C. Bassogog","Christian Bassogog",8,15,23,89,71,60,77,38,69,1923,8,6,2.099999905,1,0,0.600000024,1,1,2,2,4,"Africa","Asia Pacific","Left","Attacking Midfield,Forward",1
"1233",1377,237135,"Davidson","Davidson da Luz Pereira",8,10,28,76,72,70,78,41,69,2632,8,6,2,4,0,0.800000012,3,1,3,3,7,"South America","Europe Tier 2","Right","Attacking Midfield",1
"1237",1381,198658,"F. Midtsjø","Fredrik Midtsjø",8,10,25,73,62,73,74,67,76,2792,1,5,0.800000012,4,0,0.600000024,1,1,3,3,8,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"1239",1384,204538,"R. Ruidíaz","Raúl Mario Ruidíaz Misitich",8,10,28,80,77,64,76,32,61,2186,15,5,3.700000048,1,0,0.800000012,3,1,4,4,8,"South America","North America","Right","Forward",1
"1240",1386,198760,"S. Taïder","Saphir Sliti Taïder",7,9,27,70,73,74,75,66,77,2729,9,7,2.299999952,2,0,0.5,1,2,3,2,4,"Africa","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1241",1387,219953,"Embarba","Adrián Embarba Blazquez",8,9,27,79,69,75,75,47,65,2291,5,6,1.399999976,3,1,0.600000024,1,1,3,1,2,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1242",1388,210930,"Carles Gil","Carles Gil Pareja",9,10,26,65,68,75,77,39,55,3145,10,12,1.899999976,6,0,0.100000001,5,2,4,3,5,"Europe","North America","Left","Attacking Midfield",1
"1249",1395,229595,"L. Rodríguez","Lucas Rodríguez",5.5,7,22,79,61,66,81,51,61,2828,7,3,1.200000048,5,0,0.400000006,2,1,4,6,8,"South America","South America","Right","Midfield (Attacking/Defensive)",1
"1251",1399,193130,"A. Schürrle","André Schürrle",8,60,28,75,78,72,78,43,68,1650,6,0,2.299999952,2,0,0.600000024,1,3,4,4,10,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"1252",1402,210441,"Fran Sol","Francisco Sol Ortiz",8,2,27,68,77,55,66,34,68,1530,13,0,2.799999952,3,0,3.900000095,2,1,3,6,10,"Europe","Europe Tier 4","Right","Forward",1
"1253",1406,183130,"M. Albrighton","Marc Albrighton",7.5,70,29,70,68,75,77,59,69,1627,2,2,0.699999988,3,0,0.600000024,0,2,3,6,6,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1262",1416,188427,"S. Lulic","Senad Lulic",7.5,50,33,78,72,77,78,75,76,3308,4,1,1.100000024,6,0,1.699999928,1,2,4,6,7,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1266",1422,194958,"A. Mooy","Aaron Mooy",7.5,50,28,59,69,77,73,69,74,2327,3,1,1.5,4,0,0.5,1,1,3,1,7,"Oceania","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1270",1427,216433,"A. El Ghazi","Anwar El Ghazi",7.5,40,24,76,75,68,75,32,69,2450,6,6,1.899999976,5,1,0.899999976,2,1,4,2,2,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1271",1428,191053,"T. Rincón","Tomás Eduardo Rincón Hernández",7.5,40,31,68,59,71,76,76,80,2804,3,1,1,15,0,2.400000095,1,2,3,4,6,"South America","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1272",1429,194201,"P. Jansson","Pontus Jansson",7.5,40,28,64,42,53,62,76,79,3270,3,1,0.600000024,6,1,4.900000095,6,1,3,1,5,"Europe","Europe Tier 3","Right","Defense",1
"1275",1432,211147,"V. Lazaro","Valentino Lazaro",7.5,40,23,84,70,76,81,69,67,2743,3,6,0.600000024,6,0,0.600000024,1,1,3,7,9,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1276",1433,169792,"J. Rodriguez","Jay Rodriguez",7.5,40,29,72,74,68,72,41,68,4135,22,6,2.400000095,5,1,1.799999952,3,2,4,1,2,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1278",1436,220621,"S. Benrahma","Saïd Benrahma",7.5,40,23,79,70,71,77,35,50,2452,10,14,2.900000095,2,1,0.100000001,9,1,4,1,5,"Africa","Europe Tier 3","Right","Attacking Midfield",1
"1279",1437,221697,"O. Watkins","Ollie Watkins",7.5,40,23,82,70,68,74,44,61,3127,10,6,2.200000048,5,0,1.399999976,1,1,3,1,5,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1280",1438,158232,"S. Kalou","Salomon Armand Magloire Kalou",7.5,30,33,65,78,74,85,43,59,2327,8,2,1.600000024,0,0,1.399999976,1,3,3,4,5,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1282",1441,193171,"Jaume Costa","Jaume Vicent Costa Jordá",7.5,30,31,76,61,71,73,78,71,2027,1,0,1.100000024,8,2,2.700000048,1,1,3,7,8,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"1285",1444,176571,"A. Ayew","André Ayew Pelé",7.5,30,29,73,72,72,78,56,75,2344,5,1,2.5,5,0,4.600000381,2,3,3,1,6,"Africa","Europe Tier 3","Left","Attacking Midfield,Forward",1
"1286",1445,191565,"Y. Osako","Y. Osako",7.5,30,29,75,72,65,78,44,67,1351,3,2,1.299999952,2,0,1.399999976,1,1,4,4,5,"Asia","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1287",1446,241771,"A. Nwakaeme","Anthony Nwakaeme",7.5,30,30,81,74,70,80,33,73,2221,10,10,2.299999952,1,0,1.299999952,5,1,4,5,6,"Africa","Europe Tier 2","Right","Attacking Midfield",1
"1288",1448,229758,"R. Krunic","Rade Krunic",7,30,25,68,73,73,76,65,70,2784,5,7,1.600000024,7,1,1.5,2,1,3,7,7,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"1289",1449,192492,"F. Orellana","Fabián Orellana",7.5,30,33,72,75,78,81,40,45,2739,3,5,2.400000095,4,0,0.800000012,5,2,4,1,4,"South America","Europe Tier 1","Right","Attacking Midfield",1
"1298",1459,198368,"Tomás Pina","Tomás Pina Isla",7.5,20,31,49,66,72,74,72,71,2343,2,0,0.400000006,13,0,2.099999905,1,1,3,1,3,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1299",1461,188103,"Rochina","Rubén  Rochina Naixes",7.5,20,28,69,76,77,81,54,69,1815,4,5,1.700000048,9,2,0.899999976,2,1,2,1,3,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"1301",1464,211269,"G. Fernández","Guillermo Matías Fernández",7.5,20,27,72,70,74,76,65,70,1828,3,3,1.5,5,0,0.300000012,2,1,3,7,6,"South America","North America","Right","Midfield (Attacking/Defensive)",1
"1303",1466,193844,"Portillo","Francisco Portillo Soler",7.5,20,29,61,72,77,77,55,63,1992,1,4,0.300000012,3,1,0.200000003,0,1,3,2,5,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1305",1468,216464,"A. Browne","Alan Browne",7.5,20,24,74,73,68,71,69,83,3171,12,5,1.700000048,4,0,3.099999905,5,1,4,1,5,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"1311",1476,211098,"B. Dack","Bradley Dack",8.5,20,25,76,70,71,76,52,74,3454,15,7,2.799999952,4,0,0.200000003,6,1,4,1,4,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"1315",1480,215193,"L. Menossi","Lucas Menossi",7.5,15,25,78,63,72,76,69,69,1999,5,1,1.799999952,9,0,0.400000006,1,1,3,8,9,"South America","South America","Right","Defensive Midfield",1
"1320",1487,226591,"H. Preciado","Harold Fabián Preciado Villarreal",7.5,15,25,80,76,57,72,37,65,1732,5,5,3.200000048,2,0,2.599999905,2,1,4,1,4,"South America","Asia Pacific","Right","Forward",1
"1321",1488,233029,"R. Aliendro","Rodrigo Aliendro",7.5,15,28,78,72,69,77,72,78,1818,4,2,1,7,0,0.899999976,2,1,3,5,6,"South America","South America","Right","Defensive Midfield",1
"1324",1492,176376,"I. Piatti","Ignacio Piatti",7.5,15,34,73,81,74,85,55,75,757,3,1,1.799999952,1,0,0.400000006,2,2,4,4,4,"South America","North America","Right","Attacking Midfield,Forward",1
"1325",1494,199422,"J. Clasie","Jordy Clasie",7.5,10,28,63,64,77,74,67,69,2726,1,4,0.699999988,4,0,0.600000024,2,2,3,3,8,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",1
"1326",1495,172114,"D. Valeri","Diego Hernán Váleri",7.5,10,33,58,79,78,79,41,66,2631,8,8,2.700000048,4,0,0.5,2,2,3,3,7,"South America","North America","Right","Attacking Midfield,Forward",1
"1327",1496,224538,"Pedro Nuno","Pedro Nuno Fernandes Ferreira",7.5,10,24,67,73,75,77,38,59,1655,5,3,2.099999905,3,0,1,2,1,4,1,4,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"1328",1497,176237,"J. Altidore","Jozy Altidore",7.5,10,29,70,76,61,69,32,81,1713,12,5,2.200000048,4,0,1.399999976,2,3,4,4,7,"North America","North America","Right","Forward",1
"1332",1502,177326,"M. Valbuena","Mathieu Valbuena",7.5,2,34,77,75,80,82,34,48,1452,4,8,2.299999952,3,0,0.699999988,2,3,3,5,10,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"1334",1511,155946,"R. Snodgrass","Robert Snodgrass",7,70,31,61,74,77,76,47,71,2224,2,5,0.899999976,10,0,0.800000012,3,2,3,4,5,"Europe","Europe Tier 1","Left","Attacking Midfield",1
"1335",1513,183498,"M. Parolo","Marco Parolo",7,50,34,64,76,76,75,79,79,2878,6,3,2.599999905,8,0,3.399999857,0,2,4,6,7,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1338",1516,215334,"G. Carrillo","Guido Carrillo",7,30,28,54,75,54,71,39,75,1995,6,1,1.799999952,5,0,6.599999905,4,1,3,4,4,"South America","Europe Tier 1","Right","Forward",1
"1339",1517,197756,"J. Ayew","Jordan Ayew",7,50,27,76,74,70,76,45,72,1187,1,2,1.399999976,3,0,1.600000024,1,2,3,2,3,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1345",1524,179527,"L. Rémy","Loïc Rémy",7,40,32,74,77,66,73,37,68,1209,7,2,1.299999952,3,0,1.399999976,0,2,3,4,8,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1346",1525,201389,"C. Biraghi","Cristiano Biraghi",7,40,26,76,55,68,71,74,70,3196,1,4,0.899999976,8,0,1.100000024,1,1,3,6,6,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"1347",1526,234930,"Pedro Rebocho","Pedro Miguel Braga Rebocho",7,40,24,74,58,69,75,71,72,3240,0,8,0.5,4,0,1.299999952,1,1,2,1,10,"Europe","Europe Tier 3","Left","Defense",1
"1354",1534,184789,"A. Szalai","Ádám Szalai",7,30,31,40,76,61,70,40,77,1892,6,3,3.400000095,3,1,2.800000191,1,2,3,3,4,"Europe","Europe Tier 1","Right","Forward",1
"1359",1539,201335,"F. Santander","Federico Javier Santander Mereles",7,30,28,69,74,63,69,32,79,2063,8,3,2.400000095,5,0,5.099999905,5,1,2,2,4,"South America","Europe Tier 1","Right","Forward",1
"1364",1547,238074,"R. James","Reece James",7,30,19,79,57,69,72,70,75,3972,3,3,1,5,0,1.899999976,7,1,3,7,8,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1366",1552,193290,"M. Braithwaite","Martin Braithwaite",7,30,28,75,74,69,76,35,75,1407,4,5,1.5,5,0,1.600000024,1,2,4,1,4,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1367",1553,202848,"G. Caprari","Gianluca Caprari",7,30,25,85,68,70,81,20,51,1034,6,2,1.399999976,1,0,0,2,2,3,3,5,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1368",1555,183714,"S. Terodde","Simon Terodde",7,30,31,56,78,55,66,38,77,2447,29,4,3.400000095,4,0,2.299999952,6,2,4,3,4,"Europe","Europe Tier 1","Right","Forward",1
"1377",1565,164029,"Charles","Charles Dias De Oliveira",7,20,35,60,81,61,79,35,67,1736,14,1,1.899999976,4,0,3.099999905,3,1,3,1,4,"South America","Europe Tier 1","Right","Forward",1
"1382",1575,188268,"L. Acosta","Lautaro Germán Acosta",7,20,31,92,70,67,79,45,63,2015,3,3,1.200000048,5,0,2.5,2,1,4,7,8,"South America","South America","Right","Attacking Midfield,Forward",1
"1384",1578,212183,"Nacho","José Ignacio Martínez García",7,20,30,84,55,66,70,75,70,3150,1,3,0.5,10,0,0.899999976,2,1,3,1,2,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"1386",1580,212214,"A. Solari","Augusto Jorge Mateo Solari",7,20,27,90,63,72,75,56,75,1400,5,3,1.200000048,4,1,1,2,1,4,8,9,"South America","South America","Right","Attacking Midfield",1
"1387",1581,212715,"S. Palacios","Sebastián Palacios",7,20,27,89,70,65,78,36,65,362,3,2,3.200000048,0,1,0.200000003,1,1,3,8,9,"South America","South America","Right","Attacking Midfield,Forward",1
"1391",1586,193839,"Rômulo","Rômulo  Souza Orestes Caldeira",7,15,32,78,66,76,79,70,71,2170,1,3,3.200000107,1,1,0.700000003,0,1,2,2,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1394",1590,205360,"K. Roofe","Kemar Roofe",7,20,26,80,73,66,73,50,70,2510,15,2,3.099999905,6,0,0.899999976,4,1,4,7,10,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1395",1591,223017,"O. Sahiner","Ömer Ali Sahiner",7,20,27,81,65,73,77,63,67,2189,8,3,1.100000024,5,1,0.600000024,1,1,3,3,6,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",1
"1400",1597,239335,"Óscar","Óscar Rodríguez Arnaiz",7,15,21,65,67,72,76,49,59,2515,4,3,2,5,0,0.699999988,1,1,3,10,10,"Europe","Europe Tier 1","Right","Attacking Midfield",1
